company_name,domain,domain_status,domain_source,original_domain,heavy_equipment_icp,category,us_based,website_title,evidence
Northwest Crane Service LLC,northwestcraneservice.com,verified,original (confirmed),northwestcraneservice.com,Yes,crane / rigging service,yes,Operated & Maintained Crane Rental Services | Northwest Crane Service,site: Operated & Maintained Crane Rental Services | Northwest Crane Service
Okc Trailer and Equipment Rental,okcitytrailerrentals.com,verified,original (confirmed),okcitytrailerrentals.com,Yes,construction equipment dealer / rental,yes,OKC Trailer Rentals,site: OKC Trailer Rentals
Okie Rents Norman,okierents.com,verified,original (confirmed),okierents.com,Yes,construction equipment rental,yes,"Equipment Rentals in Davis, Norman, Ada, Duncan, Shawnee, Edmond OK","excavators, skid steers"
Oklahoma Crane Company,okcraneco.com,verified,original (confirmed),okcraneco.com,Yes,crane service,yes,Oklahoma Crane Company - High-Quality Lifting Services,lifting services
Oklahoma Equipment Solutions,oklahomaequipmentsolutions.com,likely,original,oklahomaequipmentsolutions.com,Yes,equipment,unknown,Just a moment...,blocked
"Oklahoma Truck & Equipment, LLC",oklahomatruck.com,likely,original,oklahomatruck.com,Yes,heavy truck dealer,unknown,Just a moment...,blocked
"Osborn Equipment Sales, Inc.",osbornequipment.com,verified,original (confirmed),osbornequipment.com,Yes,material handling dealer,yes,"Osborn Equipment Sales, Inc. – Material Handling Equipment & System",material handling equipment
Parallel Ag,parallelag.com,verified,replaced original,livingstonmachinery.com,Yes,construction equipment dealer / rental,yes,"New & Used Ag Equipment Dealer, Parts & Service | Parallel Ag","site: New & Used Ag Equipment Dealer, Parts & Service | Parallel Ag"
Phelps Equipment Group (PEG),,no_website,original removed,phelpsequipment.com,Yes,equipment dealer,unknown,,dead
Pioneer Equipment Inc,pioneerequipmentinc.com,likely,original,pioneerequipmentinc.com,Yes,equipment,unknown,Just a moment...,blocked
Preferred Material Handling,,no_website,original removed,pmhok.com,Yes,material handling,unknown,,dead
R&S Construction Equipment Inc,,no_website,original removed,randsconstructionequipmentinc.com,Yes,construction equipment,unknown,,listed domain belongs to another business; site is Rudolph and Sletten
Readyline Equipment Rental & Construction,readylinerental.com,verified,original (confirmed),readylinerental.com,Yes,construction equipment dealer / rental,yes,"Readyline Equipment Rental — Eufaula, OK","site: Readyline Equipment Rental — Eufaula, OK"
Red Rock Equipment Rental,redrockequipmentrental.com,verified,original (confirmed),redrockequipmentrental.com,Yes,construction equipment dealer / rental,yes,Equipment Rental Agency Tulsa Oklahoma | Tulsa OK Equipment Rental Agency,site: Equipment Rental Agency Tulsa Oklahoma | Tulsa OK Equipment Rental Age
Reich Dozer Services,,no_website,,,Yes,excavation contractor,unknown,,name only
Ryno Equipment & Rental,rynorents.com,verified,original (confirmed),rynorents.com,Yes,construction equipment rental,yes,"Heavy Equipment Rentals in Newalla, OK | Ryno Equipment & Rental",heavy equipment rental
S & W Equipment,,no_website,,,Yes,ag equipment dealer,yes,,"listed domain belongs to another business; site is Southwest Equipment TN, different co"
Sany of Tulsa,sanyoftulsa.com,verified,original (confirmed),sanyoftulsa.com,Yes,construction equipment dealer / rental,yes,"Sany of Tulsa | Heavy Equipment Dealer | Sales, Rentals & Service","site: Sany of Tulsa | Heavy Equipment Dealer | Sales, Rentals & Service"
"Sawgrass Equipment, LLC",sawgrassequipment.com,likely,original,sawgrassequipment.com,Yes,equipment,unknown,Just a moment...,blocked
Semrad Equipment LLC,semradequipment.com,likely,original,semradequipment.com,Yes,equipment,unknown,Just a moment...,blocked
Sharp Equipment,sharpequip.com,verified,replaced original,sharpequipmentusa.com,Yes,construction equipment,yes,Home - Sharp Equipment,heavy equipment
Shaw Pipeline Services,,no_website,,,Yes,pipeline services,unknown,,name only
SignDynamic Crane Service,signdynamic.com,verified,original (confirmed),signdynamic.com,Yes,crane service,yes,"SignDynamic – We Speak ""Sign"" Language!",crane rental
Smith Farm and Ranch Equipment,smithfarmandranchequipment.com,verified,original (confirmed),smithfarmandranchequipment.com,Yes,ag equipment dealer,yes,Smith Farm & Ranch Equipment - Smith Farm & Ranch Equipment,tractors
Smith Truck and Equipment Co. LLC.,,no_website,,,Yes,heavy truck dealer,unknown,,name only
Southern Lifting and Hoisting LLC,southernliftingandhoisting.com,verified,original (confirmed),southernliftingandhoisting.com,Yes,crane / rigging service,yes,Southern Lifting & Hoisting | Heavy Hauling & Crane Service,site: Southern Lifting & Hoisting | Heavy Hauling & Crane Service
Southern Material Handling Company,,no_website,,,Yes,material handling,unknown,,name only
Specialty Underground Sales & Rentals,,no_website,,,Yes,equipment rental,unknown,,web search: no matching company found
"SS Lift, LLC",sslift.com,verified,original (confirmed),sslift.com,Yes,forklift / material handling,yes,SS Lift – LARGEST inventory of used equipment in Oklahoma!,site: SS Lift – LARGEST inventory of used equipment in Oklahoma!
Steadfast Equipment Rentals,steadfastequipmentrentals.com,verified,original (confirmed),steadfastequipmentrentals.com,Yes,construction equipment rental,yes,Steadfast Equipment Rentals - Heavy Equipment Rentals OKC,heavy equipment rental OKC
Stewart Martin Equipment of Okmulgee,stewartmartinkubota.com,likely,original,stewartmartinkubota.com,Yes,ag equipment dealer,unknown,Vercel Security Checkpoint,"Kubota dealer, blocked"
Stockyards City Equipment & Rental - SYC,sycrental.com,verified,original (confirmed),sycrental.com,Yes,construction equipment rental,yes,"Stockyards City Equipment & Rental
 – SYC Rental","excavators, wheel loaders"
Sundance Equipment & Truck Sales,sundanceequipmentonline.com,verified,original (confirmed),sundanceequipmentonline.com,Yes,equipment & truck sales,yes,Sundance | Sundance Equipment,Sundance equipment
Sutton Tractor,,no_website,,,Yes,ag equipment dealer,unknown,,name only
Sutton Tractor & Equipment,suttontractortulsallc.com,verified,original (confirmed),suttontractortulsallc.com,Yes,ag equipment dealer,unknown,"Equipment Sales | Sutton Tractor & Equipment | Tulsa, OK",tractors Tulsa
Taylor Crane & Rigging,taylorcrane.com,verified,original (confirmed),taylorcrane.com,Yes,crane / rigging service,yes,Home - Taylor Crane & Rigging,site: Home - Taylor Crane & Rigging
Texoma Utility Equipment,texomautility.com,likely,original,texomautility.com,Yes,utility equipment,unknown,Vercel Security Checkpoint,blocked
The Tractor Yard,thetractoryard.com,likely,original,thetractoryard.com,Yes,ag equipment dealer,unknown,Just a moment...,blocked
Tisdell's Implements,tisdellsimplements.com,likely,found,,Yes,ag equipment dealer,unknown,,blank page
Top Hand Ag Equipment LLC,,no_website,original removed,tophandagequip.com,Yes,ag equipment dealer,unknown,,dead
Total Lift Solutions,totalliftsolutions.com,verified,original (confirmed),totalliftsolutions.com,Yes,crane / rigging service,yes,Crane Services in Tulsa | Total Lift Solutions,site: Crane Services in Tulsa | Total Lift Solutions
Tractor Bobs,tractorbob.com,verified,original (confirmed),tractorbob.com,Yes,construction equipment dealer / rental,unknown,"Tractors, Mowers & Equipment for Sale | Tractor Bob OKC, Yukon & Gainesville","site: Tractors, Mowers & Equipment for Sale | Tractor Bob OKC, Yukon & Gaine"
Trailer Rentals R Us,trailerrentalsrus.com,verified,original (confirmed),trailerrentalsrus.com,Yes,construction equipment dealer / rental,yes,Trailer Rentals R Us,site: Trailer Rentals R Us
Tulsa New Holland,tulsanewholland.com,verified,original (confirmed),tulsanewholland.com,Yes,ag equipment dealer,yes,"Tulsa New Holland, Inc. - Home","title: 'Tulsa New Holland, Inc. - Home'"
US Equipment Rental,usequipmentrentals.us,verified,found,,Yes,construction equipment rental,yes,US EQUIPMENT RENTAL,title: 'US EQUIPMENT RENTAL'
Wako LLC.,wakollc.com,verified,original (confirmed),wakollc.com,Yes,ag equipment manufacturer,yes,Big Country | Anhydrous Parts | Sprayer Parts | Fertilizer Knives | Wako,title: 'Big Country | Anhydrous Parts | Sprayer Parts | Fertilizer K'
White Star Machinery & Supply,whitestarmachinery.com,verified,original (confirmed),whitestarmachinery.com,Yes,Bobcat dealer,yes,"White Star Machinery - Bobcat Equipment New and Used Sales, Rentals KS, OK | Loaders, Excavators","title: 'White Star Machinery - Bobcat Equipment New and Used Sales, '"
Works Equipment Rental Tulsa,workseq.com,likely,original,workseq.com,Yes,construction equipment rental,unknown,Vercel Security Checkpoint,site blocked; judged by name
Wright Tractors LLC,wrighttractors.com,likely,original,wrighttractors.com,Yes,ag equipment dealer,unknown,Just a moment...,site blocked; judged by name
XTreem Tree Services,xtreemtreeok.com,verified,original (confirmed),xtreemtreeok.com,Yes,crane / rigging service,yes,Tree Services | Professional Tree Care Solutions,site: Tree Services | Professional Tree Care Solutions
XTS Crane & Rigging,xtscrane.com,verified,original (confirmed),xtscrane.com,Yes,crane service,yes,"Crane & Rigging Services in Moore, OK | XTS Crane","title: 'Crane & Rigging Services in Moore, OK | XTS Crane'"
Zetor Tractors Stockyards City,zetortractor.com,verified,original (confirmed),zetortractor.com,Yes,ag equipment dealer,yes,"Zetor Tractors - Stockyards City Oklahoma
 – Zetor-Tractors",title: 'Zetor Tractors - Stockyards City Oklahoma – Zetor-Tractors'
5G Equipment Rentals,5grentals.com,verified,original (confirmed),5grentals.com,Yes,construction equipment dealer / rental,yes,"5G Equipment Rentals | Equipment Rentals in Bend, Oregon","site: 5G Equipment Rentals | Equipment Rentals in Bend, Oregon"
Abiqua Rentals,abiquarental.com,verified,original (confirmed),abiquarental.com,Yes,general equipment rental,yes,Abiqua Rentals - Home,title: 'Abiqua Rentals - Home'
Abound Transport,aboundtransportgroup.com,verified,original (confirmed),aboundtransportgroup.com,Yes,crane / rigging service,unknown,CNC Machine & Heavy Equipment Transport Services | Abound Transport Group,site: CNC Machine & Heavy Equipment Transport Services | Abound Transport Gr
"Action Heavy Haul, LLC",actionheavyhaul.com,verified,original (confirmed),actionheavyhaul.com,Yes,heavy haul,yes,Home - Action Heavy Haul : Action Heavy Haul,title: 'Home - Action Heavy Haul : Action Heavy Haul'
Advanced Truck Body & Equipment Co,advancedtruck.com,verified,original (confirmed),advancedtruck.com,Yes,truck body/equipment upfitter,unknown,"Advanced Truck Body & Equipment Co. – Truck beds, bodies and equipment in Southern Oregon","title: 'Advanced Truck Body & Equipment Co. – Truck beds, bodies and'"
Affordable Equipment Sales Inc.,affordableequipmentsales.com,verified,original (confirmed),affordableequipmentsales.com,Yes,construction equipment dealer / rental,yes,"Affordable Equipment Sales - Buy, Sell, Trade Heavy Equipment in Oregon","site: Affordable Equipment Sales - Buy, Sell, Trade Heavy Equipment in Orego"
Ag-Bag Forage Solutions – Tractor Repair & Farm Equipment Dealer,ag-bagfs.com,verified,original (confirmed),ag-bagfs.com,Yes,ag equipment dealer,yes,"Tractors, Mowers & Ag Equipment in Astoria, OR | AG-BAG FS","title: 'Tractors, Mowers & Ag Equipment in Astoria, OR | AG-BAG FS'"
Al's Tractor Sales of Salem,,no_website,,,Yes,ag equipment dealer,unknown,,site none; judged by name
Albany Rental,albanyrental.net,verified,original (confirmed),albanyrental.net,Yes,general equipment rental,yes,Albany Rental,title: 'Albany Rental'
All-Brand Forklift Repair,allbrandforkliftrepair.com,verified,found,,Yes,forklift repair,unknown,All-Brand Forklift Repair,title: 'All-Brand Forklift Repair'
"Allied Power Products, Inc.",alliedpower.com,verified,original (confirmed),alliedpower.com,Yes,crane / rigging service,yes,Industrial Hoists and Winches | Allied Power Products,site: Industrial Hoists and Winches | Allied Power Products
American Crane Services Llc,americancranenw.com,verified,original (confirmed),americancranenw.com,Yes,crane service,unknown,Home,title: 'Home'
B & B Crane & Rigging LLC,,no_website,,,Yes,crane service,unknown,,site none; judged by name
B & R Rentals,bandrrental.biz,verified,original (confirmed),bandrrental.biz,Yes,general equipment rental,yes,"Equipment Rentals in Boring OR | Tool Rental in Damascus OR, Boring Oregon, Sandy, Mt. Hood, Estacada, Clackamas","title: 'Equipment Rentals in Boring OR | Tool Rental in Damascus OR,'"
Bobcat of Central Oregon,bobcatofcentraloregon.com,likely,original,bobcatofcentraloregon.com,Yes,Bobcat dealer,unknown,Just a moment...,site blocked; judged by name
Botten's Equipment Rental,bottensequipmentrental.com,verified,replaced original,bottensrental.com,Yes,general equipment rental,yes,Rent Equipment & Tools in McMinnville & Cornelius OR | Botten's Equipment Rental,title: 'Rent Equipment & Tools in McMinnville & Cornelius OR | Botte'
"Bud's Crane Service, Inc.",budscrane.com,verified,original (confirmed),budscrane.com,Yes,crane service,yes,"Crane Service Portland | Bud's Crane Service Inc. | Oregon City, Oregon",title: 'Crane Service Portland | Bud's Crane Service Inc. | Oregon C'
C & E Rentals,canderentals.com,verified,original (confirmed),canderentals.com,Yes,general equipment rental,yes,"Equipment Rentals in Eugene OR, Tualatin OR, & Vancouver WA | C & E Rentals","title: 'Equipment Rentals in Eugene OR, Tualatin OR, & Vancouver WA '"
"Canby Rental & Equipment, Inc. (CRE)",canbyrental.com,verified,original (confirmed),canbyrental.com,Yes,general equipment rental,yes,Welcome | Canby Rental & Equipment,title: 'Welcome | Canby Rental & Equipment'
Capital Rental,capitalrental.net,verified,original (confirmed),capitalrental.net,Yes,construction equipment rental,yes,Equipment Rental in Salem OR | Capital Rental,title: 'Equipment Rental in Salem OR | Capital Rental'
Cascade Tower & Rigging Inc,cascadetower.com,verified,original (confirmed),cascadetower.com,Yes,crane service,yes,Crane Services Washington And Oregon | Cascade Tower,title: 'Crane Services Washington And Oregon | Cascade Tower'
CC Heavy Equipment,areequipment.com,likely,found,,Yes,logging equipment dealer,unknown,"ARE Equipment, Inc. of Dallas, Oregon.","title: 'ARE Equipment, Inc. of Dallas, Oregon.'"
Central Oregon Forklift and Equipment,centraloregonforklift.com,verified,original (confirmed),centraloregonforklift.com,Yes,forklift / material handling,yes,"Central Oregon Forklift & Equipment – Forklifts, Tractors, Mowers | Bend, OR","site: Central Oregon Forklift & Equipment – Forklifts, Tractors, Mowers | Be"
