company_name,original_domain,domain,domain_status,domain_confidence,heavy_equipment,category,qualification_source,us_based,notes,issue_flagged
"Thed Easley's, Inc. dba: Easley's Crane Service",easleyscrane.com,easleyscrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Thee Scrappers Crane LLC,theescrappers.com,theescrappers.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
ThermoCurrent AC Repair Conroe,thermocurrentacrepairconroe.site,thermocurrentacrepairconroe.site,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""ac""",
Thomas Fleet Sales,thomasfleetsalesllc.com,thomasfleetsalesllc.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Thornton's Crane Service,thorntonscraneservice.com,thorntonscraneservice.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Tiger Rentals,tigerindustrialrentals.com,tigerindustrialrentals.com,original,,Yes,industrial equipment rental,AI review (name/domain),,known equipment/truck business,
Tilghman Crane & Transport,tilghmanct.com,tilghmanct.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Tim's,tims.keeq.io,tims.keeq.io,not_researched,,Unsure,,name/domain rules,,domain not researched (web-search limit reached); no clear signal in name,platform/listing domain
Timber Portables,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
Time Matters Entertainment,timemattersentertainment.com,timemattersentertainment.com,original,,No,party/event rental,AI review (name/domain),,not a heavy equipment business,
Titus Crane Services,tituscrane.com,tituscrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
TK Equipment,tkequip.com,tkequip.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
TKO Equipment Co,tkoequipment.com,tkoequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
TNT Crane & Rigging,tntcrane.com,tntcrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
TNT Truck Parts,tnttruckparts.net,tnttruckparts.net,original,,Yes,heavy truck parts,AI review (name/domain),,known equipment/truck business,
Tool Mart Inc,toolmarthou.com,toolmarthou.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Tool Rental,,,not_researched,,Unsure,,name/domain rules,,"domain not researched (web-search limit reached); ambiguous term ""rent(al)s""",missing
TOP Equipment,topequipment.net,topequipment.net,original,,Yes,,name/domain rules,,"name: ""equipment""",
Top Gunn Equipment Rentals Inc,topgunn.net,topgunn.net,original,,Yes,,name/domain rules,,"name: ""equipment""",
Top Gunn Outdoor Power,austinoutdoorpower.com,austinoutdoorpower.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""outdoors""",
Top Pro towing llc,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""towing""",missing
"Torre Crane, LLC",torrecrane.com,torrecrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Total Source Equipment Rentals,totalsourcerentals.com,totalsourcerentals.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Toyota Lift of Houston,toyotalift.com,toyotalift.com,original,,Yes,,name/domain rules,,"name: ""lifts""",
Toyota Lift of South Texas,doggett.com,doggett.com,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""lifts""",domain does not match name
Tractor Townes,tractortownes.com,tractortownes.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
Trailer Hitch Depot,trailerhitchdepot.org,trailerhitchdepot.org,original,,No,trailer rental/sales,AI review (name/domain),,not a heavy equipment business,
"Trailer & Machinery Solutions, International",trailerandmachinerysolutions.com,trailerandmachinerysolutions.com,original,,Yes,,name/domain rules,,"name: ""machinery""",
Trane Rental Services,trane.com,trane.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Transit & Level Clinic,transitlevelclinic.com,transitlevelclinic.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""clinic""",
"Transnational Equipment Supply, Inc",transnationalequipment.com,transnationalequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Travis Co Equipment Specialists,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Travis Tractor & Lawn Equipment,travistractor.com,travistractor.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
tredjfkdjkjd,,,not_researched,,Unsure,,name/domain rules,,domain not researched (web-search limit reached); no clear signal in name,missing
Tri-Pak Machinery Inc,tri-pak.com,tri-pak.com,original,,Yes,,name/domain rules,,"name: ""machinery""",
Tri-Star Trailers & Equipment Sales,tristarsatx.com,tristarsatx.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
"Triangle Equipment, Inc.",triangleequip.com,triangleequip.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Triangle Forklift Repair Service,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""fork lifts""",missing
Triple H Outdoor,triplehoutdoor.com,triplehoutdoor.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""outdoors""",
Triple-S Steel (formerly Industrial Material Corp),industrialmaterial.com,industrialmaterial.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Trophy Tractor Inc.,trophytractor.com,trophytractor.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
Truck Accessory Outlet,truckaomansfield.com,truckaomansfield.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Truck Equipment Resource,terfleet.com,terfleet.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Truck Techz,trucktechz.com,trucktechz.com,original,,Yes,heavy truck repair,AI review (name/domain),,known equipment/truck business,
Trucks and Machinery inc,trucksandmachinery.net,trucksandmachinery.net,original,,Yes,,name/domain rules,,"name: ""machinery""",
Trucks & Equipment,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Trumble Crane and Rigging,trumblecrane.com,trumblecrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
"TTJ Equipment, Inc - Longview",ttjequipment.com,ttjequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Tuffy Products,tuffyweb.com,tuffyweb.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Turf and Soil Management,turfandsoil.net,turfandsoil.net,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Turf Equipment & Supplies Inc,turfequipmentandsupplies.com,turfequipmentandsupplies.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
TurfMaker Corporation,turfmaker.com,turfmaker.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Tuscola Tractor & Equipment Sales,tuscolatractorsales.com,tuscolatractorsales.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
TwoTen Equipment,twotenequipment.com,twotenequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
TX Rental Guy,txrentalguy.com,txrentalguy.com,original,,Yes,equipment rental,AI review (name/domain),,name/domain indicates equipment rental/sales,
TX Street Equipment LLC,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
TYCO Truck & Equipment LLC,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Tyler Portable Toilet Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
Tyler Power Equipment,tylerpowerequipment.com,tylerpowerequipment.com,original,,No,,name/domain rules,,"name: ""equipment"" qualified by non-heavy term ""power equipment""",
U Rent em,,,not_researched,,Unsure,general rental,AI review (name only),,"domain not researched (web-search limit reached); ambiguous term ""rent(al)s""",missing
U Rent It Sales & Service,urentitsalesandservice.com,urentitsalesandservice.com,original,,Yes,general equipment rental,AI review (name/domain),,known equipment/truck business,
U.S. Shoring & Equipment Co.,usshoringandequipment.com,usshoringandequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
UBEO Business Services,ubeo.com,ubeo.com,original,,No,unrelated,AI review (name/domain),,not a heavy equipment business,
Ultimate Crane Services LLC,ultimatecrane.com,ultimatecrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Unarco Material Handling Inc,unarcorack.com,unarcorack.com,original,,Yes,,name/domain rules,,"name: ""material handling""",
Underwood Equipment Company,underwoodequipmentcompany.godaddysites.com,underwoodequipmentcompany.godaddysites.com,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",platform/listing domain
Uni-Tec Trade Inc.,unitecusa.com,unitecusa.com,original,,Yes,heavy equipment parts,AI review (name/domain),,known equipment/truck business,
United Access,unitedaccess.com,unitedaccess.com,original,,Yes,aerial lift dealer,AI review (name/domain),,United Access sells/services aerial lifts and access equipment,
United Ag & Turf,unitedagandturf.com,unitedagandturf.com,original,,Yes,,name/domain rules,,"name: ""ag""",
United Heavy Equipment,unitedheavyduty.com,unitedheavyduty.com,original,,Yes,,name/domain rules,,"name: ""heavy""",
Universal Equipment Rentals & Sales,universalequipmentrentalandsales.com,universalequipmentrentalandsales.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Universal Trucks & Equipment,utequipment.com,utequipment.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
Upright Forklift Repair,uprightforklift.com,uprightforklift.com,original,,Yes,,name/domain rules,,"name: ""fork lifts""",
US 281 Truck & Trailer Services LLC,us281trucktrailerservices.com,us281trucktrailerservices.com,original,,Yes,heavy truck repair,AI review (name/domain),,Truck and trailer service shop,
US Farm Innovations,usfarminnovations.com,usfarminnovations.com,original,,Yes,,name/domain rules,,"name: ""farm""",
Us Heavy Machinery LLC,usheavymachinery.com,usheavymachinery.com,original,,Yes,,name/domain rules,,"name: ""machinery""",
Usamex Machinery,usamexmac.com,usamexmac.com,original,,Yes,,name/domain rules,,"name: ""machinery""",
UsedEquipment,usedequipment.com,usedequipment.com,original,,Yes,,name/domain rules,,"domain: ""equipment""",
"Utility Trailer of Texas, Inc",utilitytrailers.com,utilitytrailers.com,original,,No,trailer dealer,AI review (name/domain),,Utility Trailer semi-trailer dealer; trailers only,
Utopian Party Rentals,docs.google.com,docs.google.com,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""party""",platform/listing domain
UVC Powersports,uvcpowersports.com,uvcpowersports.com,original,,No,,name/domain rules,,"name: non-heavy-equipment term ""powersports""",
V-Bar Equipment Company,vbarequipment.com,vbarequipment.com,original,,No,,name/domain rules,,"name: ""equipment"" qualified by non-heavy term ""bar""",
V&F Truck Sales Equipment,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Valley Farm Equipment Services,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""farm equip""",missing
Valley Liftman,valleyliftman.com,valleyliftman.com,original,,Yes,forklift dealer,AI review (name/domain),,Material handling/forklift dealer,
Valley Outdoor Power Equipment,vope-inc.com,vope-inc.com,original,,No,,name/domain rules,,"name: ""equipment"" qualified by non-heavy term ""outdoors""",
Valley Welding Services,,,not_researched,,Unsure,welding services,AI review (name only),,"domain not researched (web-search limit reached); ambiguous term ""services""",missing
ValTan Equipment Rentals,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
"Vanquish Crane & Construction, LLC",vanquishcrane.com,vanquishcrane.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
VARS Equipment,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""equipment""",missing
Vermeer Baler Sales,,,not_researched,,Yes,ag equipment dealer,AI review (name only),,domain not researched (web-search limit reached); no clear signal in name,missing
Vermeer Texas-Louisiana,vermeertexas.com,vermeertexas.com,original,,Yes,construction equipment dealer,AI review (name/domain),,"Vermeer trenchers, drills, compact equipment dealer",
"Versalift - Waco, TX",southwest.versalift.com,southwest.versalift.com,original,,Yes,aerial lift dealer,AI review (name/domain),,Versalift bucket trucks/aerial devices,
Victoria Crane Works,victoriacraneworks.com,victoriacraneworks.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
Victoria Equipment Auction,victoriaequipmentauction.com,victoriaequipmentauction.com,original,,Yes,,name/domain rules,,"name: ""equipment""",
"Victoria Farm Equipment Co., Inc.",victoriafarmeq.com,victoriafarmeq.com,original,,Yes,,name/domain rules,,"name: ""farm equip""",
Victoria Farm & Ranch Supply Co.,,,not_researched,,Yes,,name/domain rules,,"domain not researched (web-search limit reached); name: ""farm""",missing
Victoria Portable Toilet Rentals,,,not_researched,,No,,name/domain rules,,"domain not researched (web-search limit reached); name: non-heavy-equipment term ""porta""",missing
Vieth Tractor & Implement,viethtractor.com,viethtractor.com,original,,Yes,,name/domain rules,,"name: ""tractors""",
"Viking Crane Service, LLC",vikingcraneservices.com,vikingcraneservices.com,original,,Yes,,name/domain rules,,"name: ""cranes""",
