company_name,domain,domain_status,domain_source,original_domain,heavy_equipment_icp,category,us_based,website_title,evidence
Global Lift Equipment,usedforkliftsportland.com,verified,original (confirmed),usedforkliftsportland.com,Yes,aerial lift / telehandler,unknown,Used Forklifts Portland | Greatest Inventory of Used Machinery,site: Used Forklifts Portland | Greatest Inventory of Used Machinery
"Graddy's Equipment Sales, Inc.",graddysequipment.com,verified,original (confirmed),graddysequipment.com,Yes,construction equipment dealer / rental,yes,Heavy Equipment Oregon - Graddy's Equipment - Used Heavy Equipment For Sale or Rent from Oregon - Buy - Sell - Rent - Co,site: Heavy Equipment Oregon - Graddy's Equipment - Used Heavy Equipment For
Graham Equipment - Bobcat of Salem,grahamequipment.com,likely,found,,Yes,Bobcat dealer,unknown,Home,title: 'Home'
Grant Skidsteer Rentals,,no_website,,,Yes,skid steer rental,unknown,,site none; judged by name
Grants Pass Equipment Rentals,grantspassrental.com,verified,original (confirmed),grantspassrental.com,Yes,construction equipment dealer / rental,yes,Bobcat Excavators Rentals | Grants Pass Equipment,site: Bobcat Excavators Rentals | Grants Pass Equipment
Greenberry Industrial - Corvallis,greenberry.com,verified,original (confirmed),greenberry.com,No,industrial fabricator,yes,Industrial Fabricator & Contractor | Greenberry Industrial,title: 'Industrial Fabricator & Contractor | Greenberry Industrial'
GrowGeneration Hydroponics Store,,no_website,original removed,growgeneration.com,No,hydroponics store,unknown,,site dead; judged by name
Haley Tractor & Equipment,haleytractor.com,likely,original,haleytractor.com,Yes,ag equipment dealer,unknown,Just a moment...,site blocked; judged by name
Heavy Equipment Specialties,hespecialties.com,likely,original,hespecialties.com,Yes,heavy equipment parts/repair,unknown,Just a moment...,site blocked; judged by name
Henderson Equipment - Portland,hendersonequipment.com,verified,original (confirmed),hendersonequipment.com,No,outdoor power equipment,yes,Henderson Equipment Your Source for Outdoor Power Equipment,title: 'Henderson Equipment Your Source for Outdoor Power Equipment'
High Caliber Millwrights,highcalibernw.com,verified,original (confirmed),highcalibernw.com,Yes,millwright,yes,Industrial Equipment Repair | HCMACS,title: 'Industrial Equipment Repair | HCMACS'
High Desert Equipment Rentals,highdesertequipmentrentals.com,verified,original (confirmed),highdesertequipmentrentals.com,Yes,construction equipment rental,yes,"Equipment & Trailer Rentals in Bend, OR | High Desert Equipment Rentals | Bend Rental Company","title: 'Equipment & Trailer Rentals in Bend, OR | High Desert Equipm'"
High Desert Event Rentals,highdeserteventrentals.co,likely,original,highdeserteventrentals.co,No,event rental,unknown,,site blocked; judged by name
Homes By Crane,,no_website,original removed,homesbycrane.com,No,real estate,unknown,,listed domain belongs to another business; domain is unrelated: 'Homes By Crane | Tammie Crane | Lake Osw'
Hoodview Tractor,hoodtractor.com,verified,original (confirmed),hoodtractor.com,Yes,construction equipment dealer / rental,yes,Affordable Tractors & Farm Equipment for Sale — Hood View Tractor USA,site: Affordable Tractors & Farm Equipment for Sale — Hood View Tractor USA
Hooker Creek Equipment and Supply,hookercreek.net,verified,original (confirmed),hookercreek.net,Unsure,construction materials,yes,Hooker Creek Construction Materials | Bend | Central Oregon,title: 'Hooker Creek Construction Materials | Bend | Central Oregon'
Hunt Tractor,hunttractor.com,verified,original (confirmed),hunttractor.com,Yes,construction equipment dealer / rental,yes,"Used Heavy Construction Equipment Attachments including excavator buckets, backhoe buckets, hydraulic breakers, thumbs, ",site: Used Heavy Construction Equipment Attachments including excavator buck
Hyster-Yale Group,hyster-yale.com,verified,original (confirmed),hyster-yale.com,Yes,forklift / material handling,unknown,"Hyster-Yale, Inc.","site: Hyster-Yale, Inc."
Independent Forklift Services Inc,ifssales.com,verified,original (confirmed),ifssales.com,Yes,forklift dealer,yes,Independent Forklift Services,title: 'Independent Forklift Services'
Industrial Source,,no_website,original removed,industrialsource.com,Unsure,industrial supply,unknown,,listed domain belongs to another business; domain is unrelated: '吃瓜网天堂 - 全网热点吃瓜事件汇总，每日更新最新娱乐八卦瓜料与社会热门话题'
Interstate Crane Rental,interstatecranerental.com,verified,original (confirmed),interstatecranerental.com,Yes,crane service,yes,"Interstate Crane Rental | Crane Rentals in Salem, Oregon","title: 'Interstate Crane Rental | Crane Rentals in Salem, Oregon'"
ISC | Industrial Scrap Corporation | Industrial Surplus Oregon | Scrap Metal Recycling and Used Equipment & Machinery,industrialsurplusoregon.com,verified,original (confirmed),industrialsurplusoregon.com,No,scrap metal/used machinery,no,Industrial Scrap Corporation / Industrial Surplus Oregon,title: 'Industrial Scrap Corporation / Industrial Surplus Oregon'
Jacked Co.,jackedco.com,verified,original (confirmed),jackedco.com,Yes,crane & rigging,yes,Jacked Co. | Specialized Transportation in the Pacific Northwest,title: 'Jacked Co. | Specialized Transportation in the Pacific North'
JB’s Discount,jbsdiscount.com,likely,original,jbsdiscount.com,No,discount retail,unknown,jbsdiscount.com,title: 'jbsdiscount.com'
Johnson Creek Rentals,johnsoncreekrentals.com,verified,original (confirmed),johnsoncreekrentals.com,Yes,general equipment rental,yes,"Equipment Rentals in Portland, OR | Johnson Creek Rentals","title: 'Equipment Rentals in Portland, OR | Johnson Creek Rentals'"
Juniper Equipment,juniperequipment.com,verified,original (confirmed),juniperequipment.com,Yes,construction equipment dealer,yes,Top Mini Excavators and Skid Steers for Sale | Juniper Equipment,title: 'Top Mini Excavators and Skid Steers for Sale | Juniper Equip'
K & M Rental Equipment LLC,bendequipmentrental.com,verified,original (confirmed),bendequipmentrental.com,No,trailer rental,yes,Trailer rentals in Central Oregon - K&M Equipment Rentals,title: 'Trailer rentals in Central Oregon - K&M Equipment Rentals'
KARM Safety Solutions,karmsafetysolutions.com,verified,original (confirmed),karmsafetysolutions.com,Yes,forklift / material handling,yes,KARM Safety Solutions | OSHA Safety Training,site: KARM Safety Solutions | OSHA Safety Training
Keeco Crane & Rigging Services,,no_website,,,Yes,crane service,unknown,,site none; judged by name
Keizer Outdoor Power Equipment,keizeroutdoorpower.com,likely,original,keizeroutdoorpower.com,No,outdoor power equipment,unknown,Just a moment...,site blocked; judged by name
Keno Tractors,kenotractors.com,likely,original,kenotractors.com,Yes,ag equipment dealer,unknown,,site blocked; judged by name
La Pine Tool Rental,lapinetoolrental.com,verified,original (confirmed),lapinetoolrental.com,Yes,construction equipment dealer / rental,yes,Welcome - La Pine Ace Rentals,site: Welcome - La Pine Ace Rentals
Lake Oswego Portable Toilet Rentals,,no_website,,,No,portable toilets,unknown,,site none; judged by name
Landmark Equipment,landmarkequipment.com,likely,original,landmarkequipment.com,Unsure,equipment,unknown,Just a moment...,site blocked; judged by name
Lewis Rents,,no_website,original removed,lewisrentspdx.com,Yes,general equipment rental,unknown,,site dead; judged by name
LHM Hydraulics Inc,lhmhyd.com,verified,original (confirmed),lhmhyd.com,Yes,forklift / material handling,yes,Hydraulic Cylinder & Forklift Repair | LHM Hydraulics,site: Hydraulic Cylinder & Forklift Repair | LHM Hydraulics
Lift Parts Express Eugene,forkliftpartseugene.com,likely,original,forkliftpartseugene.com,Yes,forklift parts,unknown,Forklift Parts | Eugene Washington,title: 'Forklift Parts | Eugene Washington'
Lift Parts Express Gresham,forkliftpartsgresham.com,likely,original,forkliftpartsgresham.com,Yes,forklift parts,unknown,Forklift Parts | Gresham Oregon,title: 'Forklift Parts | Gresham Oregon'
Lift Tech,lifttech.com,verified,found,,No,forklift attachment manufacturer,unknown,Man Baskets & Material Platforms | Lifting Technologies,title: 'Man Baskets & Material Platforms | Lifting Technologies'
Liftparts of Oregon Inc,liftpartsoforegon.com,verified,original (confirmed),liftpartsoforegon.com,Yes,forklift parts,yes,"Liftparts of Oregon, Inc.","title: 'Liftparts of Oregon, Inc.'"
Linn Benton Tractor,orequipmentsales.com,likely,original,orequipmentsales.com,Yes,ag equipment dealer,unknown,Vercel Security Checkpoint,site blocked; judged by name
LKO Equipment,lkoequipment.com,likely,original,lkoequipment.com,Unsure,equipment,unknown,403 - Forbidden,site blocked; judged by name
Luxury Restroom Trailers by Privy Chambers,privychambers.com,verified,original (confirmed),privychambers.com,No,portable toilets,yes,"Luxury Restroom Trailer Rentals by Privy Chambers | OR, WA, ID","site: Luxury Restroom Trailer Rentals by Privy Chambers | OR, WA, ID"
M and S Equipment Services,mandsequipmentservices.com,likely,original,mandsequipmentservices.com,Unsure,equipment services,unknown,,site blocked; judged by name
MacDonald Hardware & Supply,macdonaldindustrial.com,verified,original (confirmed),macdonaldindustrial.com,No,industrial supply,yes,MacDonald Industrial Supply,title: 'MacDonald Industrial Supply'
Machinery Sales Company,machinerysales.com,verified,original (confirmed),machinerysales.com,No,sawmill equipment,yes,"Machinery Sales Company, Inc. | Precision Chippers | Yates-American | Stetson-Ross | Armstrong | Salem | McDonough","title: 'Machinery Sales Company, Inc. | Precision Chippers | Yates-A'"
Mark's Lift Truck Services Inc,mltsforklifts.com,verified,original (confirmed),mltsforklifts.com,Yes,forklift dealer,yes,"Mark's Lift Truck Service | Fork Lift Rental, Parts and Services | Forest Grove, Oregon","title: 'Mark's Lift Truck Service | Fork Lift Rental, Parts and Serv'"
Marks Construction Equipment Rentals,,no_website,,,Yes,construction equipment rental,unknown,,site none; judged by name
Marshall Skidsteer Rentals,,no_website,,,Yes,skid steer rental,unknown,,site none; judged by name
Maxim Equipment,maximequipment.com,likely,original,maximequipment.com,Unsure,equipment,unknown,Just a moment...,site blocked; judged by name
Menk Machinery,,no_website,original removed,menkmachinery.com,Unsure,machinery,unknown,,"listed domain belongs to another business; domain is unrelated: 'PAKTOTO — Yang Biasa Banyak, Yang Punya '"
"MFCP - Motion & Flow Control Products, Inc. Medford, OR - ParkerStore",mfcp.com,verified,original (confirmed),mfcp.com,No,hydraulic components,yes,"MFCP | Motion & Flow Control Products, Inc.","title: 'MFCP | Motion & Flow Control Products, Inc.'"
Michael A Crowley Equipment,crowleyequipment.com,verified,original (confirmed),crowleyequipment.com,Yes,used construction equipment dealer,yes,"Crowley Equipment | Used Logging & Construction Equipment | Eugene, OR",title: 'Crowley Equipment | Used Logging & Construction Equipment | '
Mid-Valley Tractor Co,mvtkubota.com,likely,original,mvtkubota.com,Yes,Kubota dealer,unknown,Vercel Security Checkpoint,site blocked; judged by name
"Middleton Heating & Sheet Metal, Inc.",middletonheating.net,verified,original (confirmed),middletonheating.net,No,HVAC,yes,"Home | Middleton Heating & Sheet Metal | Corvallis, OR","title: 'Home | Middleton Heating & Sheet Metal | Corvallis, OR'"
Midstate Power Products,plattequipment.com,likely,original,plattequipment.com,No,outdoor power equipment,unknown,Vercel Security Checkpoint,site blocked; judged by name
Mike's Corvallis Bargain Center,mikesbargaincenter-corvallis.com,likely,original,mikesbargaincenter-corvallis.com,No,general retail,unknown,Loading...,title: 'Loading...'
Milwaukee Material Lifting,milwaukeecrane.com,verified,original (confirmed),milwaukeecrane.com,Yes,crane / rigging service,yes,"Crane Manufacturer | Tigard, OR | Milwaukee Crane","site: Crane Manufacturer | Tigard, OR | Milwaukee Crane"
Moen Machinery Co.,moenmachinery.com,likely,original,moenmachinery.com,No,machinery,unknown,Just a moment...,site blocked; judged by name
Morris Equipment,morris-equipment.com,verified,original (confirmed),morris-equipment.com,Yes,construction equipment dealer / rental,yes,"Morris Equipment | Used Agriculture Equipment, Construction Equipment, and Trucks & Trailers in Albany, OR, near Corvall","site: Morris Equipment | Used Agriculture Equipment, Construction Equipment,"
"Mountain Pacific Machinery, Inc",mountpac.com,verified,original (confirmed),mountpac.com,Unsure,equipment distributor,yes,HOME | Mountpac,title: 'HOME | Mountpac'
mw equipment rental,mwequipmentrental.com,verified,original (confirmed),mwequipmentrental.com,Yes,construction equipment dealer / rental,yes,MW Equipment Rentals,site: MW Equipment Rentals
N&S Tractor,nstractor.com,likely,original,nstractor.com,Yes,ag equipment dealer,unknown,Just a moment...,site blocked; judged by name
"N.W. Crane Service, Inc.",nwcraneservice.com,verified,original (confirmed),nwcraneservice.com,Yes,crane / rigging service,yes,"Crane Service in Hermiston, OR | NW Crane Service","site: Crane Service in Hermiston, OR | NW Crane Service"
NessCampbell Crane + Rigging,nesscampbell.com,verified,original (confirmed),nesscampbell.com,Yes,crane / rigging service,yes,Premier Choice for Nationwide Crane Rentals | NessCampbell,site: Premier Choice for Nationwide Crane Rentals | NessCampbell
Northwest Lift & Equipment LLC,,no_website,original removed,nwlift.com,Yes,forklift dealer,unknown,,site dead; judged by name
NW Abatement Rental,nwabatementrental.com,verified,original (confirmed),nwabatementrental.com,No,abatement equipment rental,yes,Home Page - Northwest Abatement Rental,title: 'Home Page - Northwest Abatement Rental'
NW EQUIPMENT RENTAL LLC,nwequipmentrental.com,verified,original (confirmed),nwequipmentrental.com,Yes,construction equipment dealer / rental,yes,NW Equipment Rentals | Renting it Right!,site: NW Equipment Rentals | Renting it Right!
NW Implement Supply,nwimplement.com,verified,original (confirmed),nwimplement.com,Yes,ag implement dealer,unknown,Index,title: 'Index'
NW Lift Truck Service Inc.,nwlt.com,verified,original (confirmed),nwlt.com,Yes,forklift / material handling,yes,"Forklift Service Portland OR | NW Lift Truck Service, Inc.","site: Forklift Service Portland OR | NW Lift Truck Service, Inc."
"Oldham Crane Service, Inc.",oldhamcrane.com,verified,original (confirmed),oldhamcrane.com,Yes,crane service,yes,Oldham Crane Service | Crane Rental Services in Eugene Oregon since 1928,title: 'Oldham Crane Service | Crane Rental Services in Eugene Orego'
Omega Morgan-Portland,omegamorgan.com,verified,original (confirmed),omegamorgan.com,Yes,crane / rigging service,yes,"Omega Morgan Machinery Moving, Rigging & Heavy Transport","site: Omega Morgan Machinery Moving, Rigging & Heavy Transport"
